Ad ID,Car Name,Make,Model,Year,KM's driven,Price,Fuel,Registration city,Car documents,Assembly,Transmission,Condition,Seller Location,Car Features
1080666191,Kia pacanto automatic transmission 2021 model,KIA,Picanto,2021,23000,3200000,Petrol,Punjab,Original,Local,Automatic,Used,"Jail Road, Sialkot","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Cassette Player, Cruise Control, Climate Control, DVD Player, Front Speakers, Heated Seats, Power Locks, Power Steering, Power Windows, Steering Switches"
1080743205,New Suzuki Swift Total Genuine 10/10,Suzuki,Swift,2022,5650,4000000,Petrol,Islamabad,Original,Local,Manual,Used,"Dhok Sayedan Road, Rawalpindi","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, Climate Control, Front Speakers, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, USB and Auxillary Cable"
1080477190,Santro Hyundai black color car,Hyundai,Santro,2001,120000,650000,Petrol,Lahore,Original,Imported,Manual,Used,"Kahna Kacha, Lahore","AM/FM Radio, CD Player, Cassette Player"
1080784592,Honda city 2016/17,Honda,City IVTEC,2017,59000,3350000,Petrol,Karachi,Original,Local,Automatic,Used,"North Karachi, Karachi","ABS, Alloy Rims, AM/FM Radio, CD Player, Climate Control, DVD Player, Front Speakers, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera, USB and Auxillary Cable"
1080894007,Toyota Corolla Altis 1.8 for sale,Toyota,Corrolla Altis,2006,200000,1740000,Petrol,Lahore,Original,Imported,Automatic,Used,"E-11, Islamabad","ABS, Air Conditioning, Alloy Rims, AM/FM Radio, Front Speakers, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera"
1079263556,Suzuki Mehran vxr (A/c) 2008  Model    Islamabad number,Suzuki,Mehran VXR,2008,12345,765000,Petrol,Islamabad,Original,Local,Manual,Used,"I-8 Markaz, Islamabad","Air Conditioning, Steering Switches"
1080365926,Smart card banaa hua hai bilkul engine mein theek hai agale tyre Nahi,Daihatsu,Cuore,2006,100000,670000,Petrol,Wah,Original,Imported,Manual,Used,"Shahderi, Taxila",CD Player
1080643877,Honda City 2000 Auto,Honda,City IDSI,2000,11000,920000,Petrol,Sialkot,Original,Local,Automatic,Used,"I-8 Markaz, Islamabad","Alloy Rims, AM/FM Radio, Front Speakers, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Windows, Rear speakers, USB and Auxillary Cable"
1080877866,Suzuki Alro vxl,Suzuki,Alto,2020,65000,2750000,Petrol,Islamabad,Original,Local,Automatic,Used,"Abbottabad, Khyber Pakhtunkhwa","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, Front Speakers, Immobilizer Key, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Camera"
1080175651,Toyota Yaris Urgent sale,Toyota,Yaris,2020,47000,4400000,Petrol,Islamabad,Original,Local,Automatic,Used,"Adiala Road, Rawalpindi","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Cassette Player, Cool Box, Cruise Control, Climate Control, DVD Player, Front Speakers, Front Camera, Heated Seats, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Steering, Power Windows, Rear Camera, Steering Switches, USB and Auxillary Cable"
1080602218,total genion,Suzuki,Every,2013,80000,1700000,Petrol,Lahore,Original,Imported,Automatic,Used,"Gujranwala, Punjab","Air Bags, Air Conditioning, Power Steering"
1080347574,Honda City Aspire 1.5 (Manual),Honda,City Aspire,2016,113500,3400000,Petrol,Lahore,Original,Local,Manual,Used,"Abdul Hakim, Punjab","ABS, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, DVD Player, Front Speakers, Navigation System, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera"
1080696581,suzaki bolan 2008,Suzuki,Bolan,2008,2565,550000,Petrol,Karachi,Original,Imported,Manual,Used,"Landhi 1, Karachi",Alloy Rims
1080439242,Toyota Altis 1.8 Cruisetronic,Toyota,Corrolla Altis,2014,153636,3525000,Petrol,Islamabad,Original,Local,Automatic,Used,"Township, Lahore","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Cruise Control, DVD Player, Front Speakers, Front Camera, Heated Seats, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera, USB and Auxillary Cable"
1079393694,Suzuki Mehran vxr,Suzuki,Mehran VXR,2016,46262,1075000,Petrol,Karachi,Original,Local,Manual,Used,"Shorkot Road, Toba Tek singh","Air Conditioning, Front Speakers"
1080241547,serious buyer contact only,Suzuki,Bolan,2003,111111,660000,Petrol,Islamabad,Original,Imported,Manual,Used,"Gulberg, Islamabad",USB and Auxillary Cable
1080360419,suzuki bolan 2011 modal lahor numbr,Suzuki,Bolan,2011,12345,1200000,Petrol,Lahore,Original,Local,Manual,Used,"Sarai Saleh, Haripur","Alloy Rims, AM/FM Radio, CD Player"
1080105049,first owner Swift Dlx 1.3  2013 full option,Suzuki,Swift,2013,113000,1695000,Petrol,Karachi,Original,Local,Manual,Used,"Sahiwal Bypass, Sahiwal","ABS, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Front Speakers, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Seat Entertainment, Rear speakers, USB and Auxillary Cable"
1080458641,Toyota Corolla Grande 1.8 Altis For Sale,Toyota,Altis Grande,2015,236000,4200000,Petrol,Islamabad,Original,Local,Automatic,Used,"Bahria Town Rawalpindi, Rawalpindi","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, Cruise Control, Climate Control, Front Speakers, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera, Sun Roof, Steering Switches, USB and Auxillary Cable"
1080854990,toyota corolla Altis 2019 2 owner bumper to bumper orignal,Toyota,Corrolla Altis,2019,37000,4300000,Petrol,Sindh,Original,Local,Automatic,Used,"Dalmia Cement Factory Road, Karachi","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, DVD Player, Front Speakers, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Steering Switches, USB and Auxillary Cable"
1080808859,Toyota Corolla Altis Grande CVT-i 1.8 2017,Toyota,Altis Grande,2017,124000,4750000,Petrol,Islamabad,Original,Local,Automatic,Used,"G-6, Islamabad","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Cassette Player, Cool Box, Cruise Control, Climate Control, DVD Player, Front Speakers, Front Camera, Heated Seats, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Seat Entertainment, Rear AC Vents, Rear speakers, Rear Camera, Sun Roof, Steering Switches, USB and Auxillary Cable"
1080822068,MIRA LSA,Daihatsu,Mira,2016,97000,2300000,Petrol,Karachi,Original,Imported,Automatic,Used,"University Road, Karachi","ABS, Air Bags, Air Conditioning, AM/FM Radio, Front Speakers, Immobilizer Key, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, USB and Auxillary Cable"
1080815479,Toyota corolla Gli Automatic Transmission,Toyota,Corolla GLI,2018,70000,4650000,Petrol,Islamabad,Original,Local,Automatic,Used,"New Shakrial, Islamabad","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Front Speakers, Front Camera, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera"
1078331239,Mehran vxr 2008/2009 2 piece touchup only exchange alto cuore corolla,Suzuki,Mehran VXR,2008,70000,539000,CNG,Karachi,Original,Local,Manual,Used,"Gulistan-e-Jauhar Block 2, Karachi","Air Conditioning, Alloy Rims, AM/FM Radio, Front Speakers"
1080385874,Honda City Aspire 1.3 Manual,Honda,City Aspire,2016,107000,3125000,Petrol,Lahore,Original,Local,Manual,Used,"Ratta Road, Gujranwala","ABS, Air Conditioning, Alloy Rims, CD Player, Climate Control, DVD Player, Front Speakers, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera, USB and Auxillary Cable"
1080805939,Suzuki Cultus,Suzuki,Cultus VXR,2017,97000,1550000,Petrol,Karachi,Original,Local,Manual,Used,"Jamshed Quarters, Karachi","Air Conditioning, Alloy Rims, CD Player"
1080697135,Suzuki Mehran Vxr.,Suzuki,Mehran VXR,2009,85000,775000,Petrol,Lahore,Original,Local,Manual,Used,"Chaklala Scheme, Rawalpindi",USB and Auxillary Cable
1076626405,Toyota Passo Model 2012 Reg 2013 XLS Package Push Start,Toyota,Passo,2012,84000,2400000,Petrol,Karachi,Original,Imported,Automatic,Used,"North Nazimabad, Karachi","ABS, Air Bags, Air Conditioning, AM/FM Radio, CD Player, Cassette Player, Power Locks, Power Mirrors, Power Steering, Power Windows"
1080856978,Toyota Corolla Altis  2019,Toyota,Corrolla Altis,2019,80000,4975000,Petrol,Islamabad,Original,Local,Automatic,Used,"Multan, Punjab","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, Climate Control, Front Speakers, Front Camera, Heated Seats, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera, Steering Switches, USB and Auxillary Cable"
1080847502,spurdri car docoments sth hn spurdrai k orignl copy ha,Honda,Civic Oriel,2011,5558,1700000,Petrol,Lahore,Original,Imported,Automatic,Used,"12th Avenue, Islamabad","ABS, Alloy Rims, AM/FM Radio, Power Locks, Power Mirrors, Power Steering, Power Windows, Sun Roof"
1080539659,2015 bolan Lahore no total original,Suzuki,Bolan,2015,88000,1080000,Petrol,Lahore,Original,Local,Manual,Used,"G-13, Islamabad","AM/FM Radio, Heated Seats, Rear speakers, USB and Auxillary Cable"
1079242554,importd samli chainj  neu poshesh tair neu,Daihatsu,Cuore,2003,100000,550000,Petrol,Faisalabad,Original,Imported,Manual,Used,"Others, Samundri","AM/FM Radio, Front Speakers, USB and Auxillary Cable"
1080447660,TOYOTA COROLLA XLI 2012,Toyota,Corolla XLI,2012,87000,2590000,Petrol,Islamabad,Original,Local,Manual,Used,"Janjua Town, Rawalpindi",Alloy Rims
1080835400,vxr 2003 karachi number 03334142040 whatsapp num,Suzuki,Alto,2003,200000,620000,Petrol,Karachi,Original,Local,Manual,Used,"Muslim City, Peshawar","Air Conditioning, AM/FM Radio, Front Speakers, USB and Auxillary Cable"
1080890654,gari aa k check kare then talk,Suzuki,Cultus VXR,2020,100450,2510000,Petrol,Punjab,Original,Local,Manual,Used,"Malik Park, Lahore","Alloy Rims, Keyless Entry"
1080442333,Hyundai Santro 2004 Model Urgent Sale,Hyundai,Santro,2004,10000,850000,Petrol,Sindh,Original,Local,Manual,Used,"Al Haseeb Town, Sahiwal","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Cassette Player"
1080835606,sell this car,Suzuki,Alto,2022,26000,2550000,Petrol,Islamabad,Original,Local,Manual,Used,"Alipur Farash, Islamabad",Air Bags
1074589036,2016model faw xpv,FAW,X-PV,2016,123456,750000,Petrol,Lahore,Original,Imported,Manual,Used,"Marzipura, Burewala",AM/FM Radio
1080401603,Changan Alsvin lumiere 21,Changan,Alsvin,2021,49000,3900000,Petrol,Islamabad,Original,Local,Automatic,Used,"Satellite Town, Rawalpindi","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Cassette Player, Cool Box, Cruise Control, Climate Control, DVD Player, Front Speakers, Front Camera, Heated Seats, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Seat Entertainment, Rear AC Vents, Rear speakers, Rear Camera, Sun Roof, Steering Switches, USB and Auxillary Cable"
1080235017,Changan Karvaan Plus,Changan,Karvaan,2022,9700,2900000,Petrol,Islamabad,Original,Local,Manual,Used,"Shaheen Town, Rawalpindi","Air Conditioning, AM/FM Radio, Front Speakers, Immobilizer Key, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear AC Vents, Rear Camera, USB and Auxillary Cable"
1080825467,Diahatsu Mira Es,Daihatsu,Mira,2012,81000,2280000,Petrol,Islamabad,Original,Local,Automatic,Used,"Dhok Chaudhrian, Rawalpindi","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Front Speakers, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Camera, USB and Auxillary Cable"
1080364537,Mitsubishi Lancer,Mitsubishi,Lancer,2005,88000,1625000,Petrol,Islamabad,Original,Local,Manual,Used,"I-8, Islamabad","AM/FM Radio, CD Player, Power Locks, Power Mirrors, Power Steering, Power Windows, USB and Auxillary Cable"
1080412251,Daihatsu Coure CX 2010 Original Condition btr dn mehran alto cultus,Daihatsu,Cuore,2010,110861,895000,Petrol,Karachi,Original,Local,Manual,Used,"Defence View Society, Karachi","Air Conditioning, CD Player, Front Speakers"
1080536388,Mira Es,Daihatsu,Mira,2014,125000,2325000,Petrol,Karachi,Original,Imported,Automatic,Used,"Khalid Bin Walid Road, Karachi","Air Bags, Air Conditioning, Power Locks, Power Mirrors, Power Steering"
1080282550,suzuki bolan 2009 model,Suzuki,Bolan,2009,60000,730000,Petrol,Lahore,Original,Local,Manual,Used,"Kot Khawaja Saeed, Lahore","AM/FM Radio, CD Player, Cassette Player, DVD Player, Front Speakers"
1080418364,urgent sale coure fully maintained no any work required,Daihatsu,Cuore,2010,60000,1150000,Petrol,Karachi,Original,Local,Automatic,Used,"Federal B Area, Karachi","Air Conditioning, Alloy Rims, AM/FM Radio, USB and Auxillary Cable"
1080088154,all ok ha,Suzuki,Bolan,2010,85000,1000000,Petrol,Lahore,Original,Imported,Manual,Used,"Kahuta, Rawalpindi","Alloy Rims, AM/FM Radio, CD Player, Front Speakers"
1079405408,mehran vxr 2015,Suzuki,Mehran VXR,2015,71000,1250000,Petrol,Lahore,Original,Local,Manual,Used,"Ghazikot Township, Mansehra","AM/FM Radio, CD Player, Cassette Player, Cool Box, DVD Player, Front Speakers, Rear AC Vents, Rear speakers, USB and Auxillary Cable"
1080888408,Suzuki cultus 2015,Suzuki,Cultus VXR,2015,39000,1420000,Petrol,Karachi,Original,Local,Manual,Used,"Gulshan-e-Maymar, Karachi",DVD Player
1080443724,Suzuki bolan 2013,Suzuki,Bolan,2013,134000,1300000,Petrol,Islamabad,Original,Local,Manual,Used,"F-7, Islamabad",AM/FM Radio
1080733236,Honda City 2000 modeL Lahore Number,Honda,City IDSI,2000,1234,950000,Petrol,Lahore,Original,Local,Manual,Used,"Kamala Abad, Rawalpindi","Air Conditioning, Alloy Rims, AM/FM Radio, Front Speakers, Power Steering, Rear AC Vents, USB and Auxillary Cable"
1080955174,Kia Picanto 2006,KIA,Picanto,2006,74000,1180000,Petrol,Karachi,Original,Imported,Manual,Used,"Bagh-e-Korangi, Karachi","Air Conditioning, Alloy Rims, Front Speakers, Front Camera, Power Steering"
1079124810,Honda City 1.3IVTEC,Honda,City IVTEC,2018,121000,3400000,Petrol,Lahore,Original,Local,Manual,Used,"Wapda Town, Gujranwala","ABS, Air Conditioning, AM/FM Radio, Front Speakers, Immobilizer Key, Navigation System, Power Locks, Power Mirrors, Power Steering, Rear speakers"
1080353262,2015 Honda City Aspire 1.5 Auto.,Honda,City Aspire,2015,114000,3050000,Petrol,Karachi,Original,Local,Automatic,Used,"Gulshan-e-Iqbal Town, Karachi","ABS, Air Conditioning, Alloy Rims, Front Speakers, Immobilizer Key, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera"
1080054559,Daihatsu Mira,Daihatsu,Mira,2020,29500,3575000,Petrol,Unregistered,Original,Imported,Automatic,Used,"Cantt, Sialkot",Air Bags
1080786180,Kia picanto automatic,KIA,Picanto,2021,22000,3095000,Petrol,Islamabad,Original,Imported,Automatic,Used,"DHA Defence Phase 2, Islamabad","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Climate Control, Front Speakers, Front Camera, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Steering Switches, USB and Auxillary Cable"
1078991231,Santro club,Hyundai,Santro,2004,245104,850000,Petrol,Lahore,Original,Local,Manual,Used,"Ravi Road, Lahore","Air Conditioning, Alloy Rims, AM/FM Radio, USB and Auxillary Cable"
1080820501,Bahria Town Lahore Toyota Corolla Altis 2011 Model For sale,Toyota,Corrolla Altis,2011,115000,3000000,Petrol,Lahore,Original,Local,Manual,Used,"Bahria Town, Lahore","ABS, Air Bags, Air Conditioning, Power Locks, Power Mirrors, Power Steering, Power Windows"
1080907511,Daihatsu cuore automatic damand 865000,Daihatsu,Cuore,2004,95000,865000,Petrol,Karachi,Original,Local,Automatic,Used,"North Karachi, Karachi","DVD Player, Rear AC Vents, Rear speakers, Rear Camera, Steering Switches"
1080574391,"Wagon R VXL, Total Genuine",Suzuki,Wagon R,2018,79000,2230000,Petrol,Lahore,Original,Local,Manual,Used,"Pak Arab Housing Society, Lahore","Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows"
1080835865,Alto Vxl Mint Condition You Can Check All Only 1piece paint,Suzuki,Alto,2021,49354,2725000,Petrol,Punjab,Original,Imported,Automatic,Used,"Al-Qadir Garden, Faisalabad","Power Locks, Power Mirrors"
1080606926,suzuki swift 2013 model,Suzuki,Swift,2013,130000,2475000,Petrol,Islamabad,Original,Local,Automatic,Used,"F-6 Markaz, Islamabad","ABS, Air Bags, Air Conditioning, AM/FM Radio, Immobilizer Key, Power Mirrors, Power Steering"
1080417012,coure 2008 cxecometic,Daihatsu,Cuore,2008,137000,1000000,Petrol,Karachi,Original,Local,Automatic,Used,"Abul Hassan Isphani Road, Karachi","Alloy Rims, Front Speakers, Power Steering"
1078670742,mira 2012,Daihatsu,Mira,2012,99999,1745000,Petrol,Karachi,Original,Imported,Automatic,Used,"Malir, Karachi",ABS
1079996322,sazuki swift isb number,Suzuki,Swift,2014,145000,2100000,Petrol,Lahore,Original,Imported,Manual,Used,"Jhang Syedan, Islamabad","ABS, Air Bags, Air Conditioning, Alloy Rims, Heated Seats, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows, Steering Switches, USB and Auxillary Cable"
1080572212,Honda City Bumper 2 Bumper genuine | Urgent Sale,Honda,City IVTEC,2017,74500,3150000,Petrol,Karachi,Original,Local,Manual,Used,"Abbasia Town, Rahimyar Khan","ABS, Air Bags, Air Conditioning, Front Speakers, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera, Steering Switches, USB and Auxillary Cable"
1080887763,wagonR 17 Model document clear biometric available on the spot,Suzuki,Wagon R,2017,89000,2000000,Petrol,Lahore,Original,Local,Manual,Used,"Shahdara, Lahore","Air Conditioning, AM/FM Radio, Front Speakers, Power Steering, Power Windows, Rear speakers"
1080510739,Toyota Yaris Gli 1.3 model 2022,Toyota,Yaris,2022,38000,4150000,Petrol,Lahore,Original,Local,Manual,Used,"Cantt, Okara","ABS, Air Bags, Air Conditioning, AM/FM Radio, CD Player, Cool Box, DVD Player, Front Speakers, Front Camera, Immobilizer Key, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Seat Entertainment, Rear speakers, Rear Camera, Steering Switches, USB and Auxillary Cable"
1077816940,Mitsubishi lancer,Mitsubishi,Lancer,2004,300000,1050000,Petrol,Unregistered,Original,Imported,Manual,Used,"Clifton, Karachi","ABS, Air Bags, Air Conditioning"
1080833154,Suzuki Cultus VXRi 2008,Suzuki,Cultus VXR,2008,12345,875000,Petrol,Karachi,Original,Local,Manual,Used,"Gulshan-e-Iqbal, Karachi","Air Conditioning, CD Player"
1080813159,ALTO VXR 2022,Suzuki,Alto,2022,19750,2490000,Petrol,Islamabad,Original,Local,Manual,Used,"Lalazar, Rawalpindi","ABS, Front Speakers, Keyless Entry, Power Locks, Power Steering, Rear Seat Entertainment, Rear speakers, USB and Auxillary Cable"
1080635201,neat nd clean Lahore nmbr 6 model new tyers,Suzuki,Mehran VXR,2006,80000,660000,Petrol,Lahore,Original,Local,Manual,Used,"F-10 Markaz, Islamabad","Alloy Rims, AM/FM Radio, Rear speakers"
1080697941,Daihatsu Cuore 2007 model,Daihatsu,Cuore,2007,200362,1100000,Petrol,Lahore,Original,Local,Manual,Used,"Zubair Colony, Multan",USB and Auxillary Cable
1078067639,Mitsubishi Ek wagon total genuine 08 14 emergency sell,Mitsubishi,Ek Wagon,2008,170000,1500000,Petrol,Lahore,Original,Imported,Automatic,Used,"G-12, Islamabad","Air Bags, Air Conditioning, AM/FM Radio, CD Player, Cassette Player, Climate Control, Front Speakers, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Camera, USB and Auxillary Cable"
1070562636,Baleno 2004 Genioun Ac Petrol Cng 2nd Owner,Suzuki,Baleno,2004,123456,930000,Petrol,Karachi,Original,Local,Manual,Used,"Hussainabad, Hyderabad","Air Conditioning, Alloy Rims, AM/FM Radio, Front Speakers, Immobilizer Key, Keyless Entry, Power Locks, Power Steering, Power Windows, Rear speakers, Rear Camera, USB and Auxillary Cable"
1080397362,Honda civic eagle eye 1.6,Honda,Civic Oriel,2004,183353,1750000,Petrol,Lahore,Original,Local,Manual,Used,"Askari 7, Rawalpindi","ABS, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Cassette Player, DVD Player, Power Locks, Power Mirrors, Power Steering, Power Windows, Sun Roof"
1073889855,suzuki bolan hiroof 100% original body,Suzuki,Bolan,2007,78000,660000,Petrol,Karachi,Original,Local,Manual,Used,"Federal B Area - Block 17, Karachi",Rear Seat Entertainment
1078626529,Daihatsu Cuore 2010,Daihatsu,Cuore,2010,150000,950000,CNG,Karachi,Original,Local,Manual,Used,"Gadap Road, Karachi","Air Conditioning, Alloy Rims, AM/FM Radio, Keyless Entry, Power Locks, Rear speakers, USB and Auxillary Cable"
1077619761,honda city 2014 prosmatic,Honda,City IVTEC,2014,111520,2800000,Petrol,Sindh,Original,Local,Automatic,Used,"Ahmad Town, Khanpur","ABS, Air Bags, Air Conditioning, AM/FM Radio, CD Player, Cassette Player, Climate Control, Front Speakers, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Seat Entertainment, Rear speakers, Rear Camera"
1080784355,Toyota Corolla GLi 2009,Toyota,Corolla GLI,2009,200000,1930000,Petrol,Sindh,Original,Local,Manual,Used,"North Circular Road, Dera Ismail Khan","ABS, Air Conditioning, Alloy Rims, Front Speakers, Power Locks, Power Mirrors, Power Steering, USB and Auxillary Cable"
1080880709,suzuki Alto E,Suzuki,Alto,2014,80000,2150000,Petrol,Lahore,Original,Imported,Automatic,Used,"Gulberg 2, Lahore","ABS, Air Bags, Air Conditioning, AM/FM Radio, CD Player, DVD Player, Front Speakers, Heated Seats, Immobilizer Key, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Steering Switches"
1080812579,Honda City 2018,Honda,City IVTEC,2018,69000,3500000,Petrol,Lahore,Original,Local,Manual,Used,"Egerton Road, Lahore","ABS, Air Bags, Air Conditioning, AM/FM Radio, CD Player, Cool Box, Front Speakers, Immobilizer Key, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Seat Entertainment, Rear AC Vents, Rear speakers, Rear Camera, Steering Switches, USB and Auxillary Cable"
1080787283,Toyota Corolla XLI,Toyota,Corolla XLI,2014,149000,2900000,Petrol,Punjab,Original,Local,Manual,Used,"Paradise City, Lahore","Air Conditioning, Alloy Rims, Front Speakers, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, USB and Auxillary Cable"
1080631605,Honda Civic Rebirth,Honda,Civic Prosmetic,2013,150000,3400000,Petrol,Lahore,Original,Local,Automatic,Used,"Shadman 1, Lahore","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Cassette Player, Climate Control, DVD Player, Front Speakers, Heated Seats, Immobilizer Key, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Seat Entertainment, Rear speakers, Rear Camera, Sun Roof, USB and Auxillary Cable"
1080760538,Toyota corolla GLI auto 2015 model for argent sell condition well,Toyota,Corolla GLI,2015,75103,3450000,Petrol,Gujranwala,Original,Local,Automatic,Used,"DC Colony, Gujranwala","ABS, Air Conditioning, AM/FM Radio, Front Speakers, Keyless Entry, Power Locks, Power Windows, Rear Camera, USB and Auxillary Cable"
1080707198,home used car 1.6) 0310.3792645,Toyota,Corrolla Altis,2013,185072,2350000,Petrol,Karachi,Original,Local,Manual,Used,"Sadiq Livna, Hyderabad","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, Front Speakers, Front Camera, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Steering Switches, USB and Auxillary Cable"
1079885030,suzuki ravi 03033625032,Suzuki,Ravi,2019,30000,1225000,Petrol,Karachi,Original,Local,Manual,Used,"Shah Faisal Town, Karachi",Front Speakers
1073368879,suzuki bolan for sale used condition,Suzuki,Bolan,2012,85000,550000,Petrol,Faisalabad,Original,Local,Manual,Used,"Faisalabad, Punjab","AM/FM Radio, USB and Auxillary Cable"
1080854386,Suzuki Alto 2012 Model,Suzuki,Alto,2012,142000,1350000,Petrol,Lahore,Original,Local,Manual,Used,"Kacha Lawrence Road, Lahore","Air Conditioning, AM/FM Radio, Front Speakers, Power Locks, USB and Auxillary Cable"
1070865598,KIA picanto Manual.,KIA,Picanto,2020,30000,2549000,Petrol,Islamabad,Original,Local,Manual,Used,"University Town, Peshawar","ABS, Air Bags, Air Conditioning, CD Player, Front Speakers, Front Camera, Heated Seats, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Steering Switches, USB and Auxillary Cable"
1071455251,suzuki Alto VXR,Suzuki,Alto,2021,47000,2500000,Petrol,Islamabad,Original,Local,Manual,Used,"Jhelum Road, Chakwal","Air Conditioning, AM/FM Radio, Keyless Entry, USB and Auxillary Cable"
1080589446,Toyota passo 2007 full orignal,Toyota,Passo,2007,73000,1900000,Petrol,Karachi,Original,Imported,Automatic,Used,"Korangi, Karachi","Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, DVD Player, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows"
1079988036,chevorlet exclusive  800cc manual transmission,Chevrolet,Exclusive,2005,105000,585000,Petrol,Karachi,Original,Imported,Manual,Used,"Gulshan-E-Hadeed, Karachi","ABS, Air Conditioning, Alloy Rims, AM/FM Radio, Front Speakers, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, USB and Auxillary Cable"
1080767313,Mitsubishi lancer,Mitsubishi,Lancer,2004,250000,1195000,Petrol,Lahore,Original,Local,Manual,Used,"DHA Phase 3, Lahore","Air Bags, Alloy Rims, Front Speakers, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera"
1077153333,Suzuki Swift 2015 Bumper 2 Bumper Jenuine,Suzuki,Swift,2015,92000,1950000,Petrol,Karachi,Original,Local,Manual,Used,"DHA Phase 6, Karachi",Air Conditioning
1079337867,Hijet,Daihatsu,Hijet,2012,114000,1420000,Petrol,Karachi,Original,Imported,Automatic,Used,"Garden West, Karachi",Air Conditioning
